index,word,fixation_order,samples_duration_in_fixations,total_fixations,total_duration_samples_in_fixation,count_letters,count_fixation_normalized
70,considered,"[73, 75, 77, 79, 81, 83, 85, 87, 89, 91, 93, 95, 97, 99, 101, 103, 105, 107, 109, 111, 113, 115]","{73: 15, 75: 1, 77: 1, 79: 1, 81: 1, 83: 1, 85: 1, 87: 1, 89: 1, 91: 1, 93: 1, 95: 1, 97: 1, 99: 1, 101: 1, 103: 1, 105: 1, 107: 1, 109: 1, 111: 1, 113: 1, 115: 1}",22,36,10,3.6
71,a,[72],{72: 4},1,4,1,4.0
72,national,"[61, 63, 65, 67, 69, 71]","{61: 1, 63: 1, 65: 1, 67: 1, 69: 1, 71: 10}",6,15,8,1.875
73,hero,[],{},0,0,4,0.0
74,for,[],{},0,0,3,0.0
75,discovering,"[164, 166, 168, 170, 172]","{164: 1, 166: 1, 168: 1, 170: 1, 172: 1}",5,5,11,0.45454545454545453
76,the,[],{},0,0,3,0.0
77,Soviet,[173],{173: 4},1,4,6,0.6666666666666666
78,hydrogen,[],{},0,0,8,0.0
79,bomb,[],{},0,0,4,0.0
80,but,[],{},0,0,3,0.0
81,later,[],{},0,0,5,0.0
82,reviled,[],{},0,0,7,0.0
83,by,[],{},0,0,2,0.0
84,Kremlin,[],{},0,0,7,0.0
85,leadership,[],{},0,0,10,0.0
86,for,[],{},0,0,3,0.0
87,his,[],{},0,0,3,0.0
88,uncompromising,[],{},0,0,14,0.0
89,stands,[],{},0,0,6,0.0
90,for,[],{},0,0,3,0.0
91,human,[],{},0,0,5,0.0
92,freedom.,[],{},0,0,8,0.0
93,"Gorbachev,","[60, 62, 64, 66, 68, 70]","{60: 44, 62: 1, 64: 1, 66: 1, 68: 1, 70: 1}",6,49,10,4.9
94,who,"[39, 42, 45, 48, 51, 53, 55, 57, 59]","{39: 1, 42: 1, 45: 1, 48: 1, 51: 1, 53: 1, 55: 1, 57: 1, 59: 21}",9,29,3,9.666666666666666
95,freed,"[9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37]","{9: 1, 11: 1, 13: 1, 15: 1, 17: 1, 19: 1, 21: 1, 23: 1, 25: 1, 27: 1, 29: 1, 31: 1, 33: 1, 35: 1, 37: 1}",15,15,5,3.0
96,the,[],{},0,0,3,0.0
97,physicist,[],{},0,0,9,0.0
98,from,[],{},0,0,4,0.0
99,seven,[174],{174: 3},1,3,5,0.6
100,years,[],{},0,0,5,0.0
101,of,[],{},0,0,2,0.0
102,internal,[],{},0,0,8,0.0
103,"exile,",[],{},0,0,6,0.0
104,called,[],{},0,0,6,0.0
105,Sakharov,[],{},0,0,8,0.0
106,a,[],{},0,0,1,0.0
107,'man,[],{},0,0,4,0.0
108,of,[],{},0,0,2,0.0
109,conviction,[],{},0,0,10,0.0
110,and,[],{},0,0,3,0.0
111,sincerity.',[],{},0,0,11,0.0
112,'It's,[],{},0,0,5,0.0
113,a,[],{},0,0,1,0.0
114,great,[],{},0,0,5,0.0
115,"loss,'",[],{},0,0,6,0.0
116,Gorbachev,[],{},0,0,9,0.0
117,said.,"[40, 43, 46, 49, 52, 54, 56, 58]","{40: 1, 43: 1, 46: 1, 49: 1, 52: 1, 54: 1, 56: 1, 58: 1}",8,8,5,1.6
118,'He,"[8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 41, 44, 47, 50]","{8: 10, 10: 1, 12: 1, 14: 1, 16: 1, 18: 1, 20: 1, 22: 1, 24: 1, 26: 1, 28: 1, 30: 1, 32: 1, 34: 1, 36: 1, 38: 1, 41: 1, 44: 1, 47: 1, 50: 1}",20,29,3,9.666666666666666
119,was,[7],{7: 35},1,35,3,11.666666666666666
120,a,[6],{6: 15},1,15,1,15.0
121,person,[5],{5: 34},1,34,6,5.666666666666667
122,who,[4],{4: 25},1,25,3,8.333333333333334
123,had,[3],{3: 45},1,45,3,15.0
124,his,[2],{2: 126},1,126,3,42.0
125,own,[1],{1: 2300},1,2300,3,766.6666666666666
126,"ideas,",[175],{175: 5},1,5,6,0.8333333333333334
127,his,[],{},0,0,3,0.0
128,own,"[176, 178, 180, 182, 184]","{176: 1, 178: 1, 180: 1, 182: 1, 184: 1}",5,5,3,1.6666666666666667
129,convictions,[],{},0,0,11,0.0
130,which,[],{},0,0,5,0.0
131,he,[],{},0,0,2,0.0
132,expressed,[],{},0,0,9,0.0
133,openly,[],{},0,0,6,0.0
134,and,[],{},0,0,3,0.0
135,directly.,[],{},0,0,9,0.0
136,This,[],{},0,0,4,0.0
137,doesn't,[],{},0,0,7,0.0
138,mean,[],{},0,0,4,0.0
139,I,[],{},0,0,1,0.0
140,agreed,[],{},0,0,6,0.0
141,with,[],{},0,0,4,0.0
142,"him,",[],{},0,0,4,0.0
143,although,[],{},0,0,8,0.0
144,on,[],{},0,0,2,0.0
145,many,[],{},0,0,4,0.0
146,things,[],{},0,0,6,0.0
147,we,[],{},0,0,2,0.0
148,did,[],{},0,0,3,0.0
149,agree.',[],{},0,0,7,0.0
150,One,[],{},0,0,3,0.0
151,Soviet,"[177, 179, 181, 183, 185]","{177: 1, 179: 1, 181: 1, 183: 1, 185: 1}",5,5,6,0.8333333333333334
152,lawmaker,[186],{186: 6},1,6,8,0.75
153,called,"[187, 189, 191, 193, 195]","{187: 1, 189: 1, 191: 1, 193: 1, 195: 1}",5,5,6,0.8333333333333334
154,Sakharov,[],{},0,0,8,0.0
155,a,[],{},0,0,1,0.0
156,man,[],{},0,0,3,0.0
157,'such,[],{},0,0,5,0.0
158,as,[],{},0,0,2,0.0
159,maybe,[],{},0,0,5,0.0
160,appears,[],{},0,0,7,0.0
161,once,[],{},0,0,4,0.0
162,in,[],{},0,0,2,0.0
163,a,[],{},0,0,1,0.0
164,hundred,[],{},0,0,7,0.0
165,years.',[],{},0,0,7,0.0
166,Bush,[],{},0,0,4,0.0
167,said,[],{},0,0,4,0.0
168,that,[],{},0,0,4,0.0
169,'all,[],{},0,0,4,0.0
170,of,[],{},0,0,2,0.0
171,us,[],{},0,0,2,0.0
172,are,[],{},0,0,3,0.0
173,diminished',[],{},0,0,11,0.0
174,and,[],{},0,0,3,0.0
175,that,[],{},0,0,4,0.0
176,Sakharov,[],{},0,0,8,0.0
177,'embodied,"[188, 190, 192, 194, 196]","{188: 1, 190: 1, 192: 1, 194: 1, 196: 1}",5,5,9,0.5555555555555556
178,all,[],{},0,0,3,0.0
179,of,[197],{197: 6},1,6,2,3.0
180,what,[198],{198: 5},1,5,4,1.25
181,is,"[199, 201, 203, 205, 207]","{199: 1, 201: 1, 203: 1, 205: 1, 207: 1}",5,5,2,2.5
182,good,[],{},0,0,4,0.0
183,and,[],{},0,0,3,0.0
184,decent,[],{},0,0,6,0.0
185,in,[],{},0,0,2,0.0
186,the,[],{},0,0,3,0.0
187,human,[],{},0,0,5,0.0
188,spirit.',[],{},0,0,8,0.0
189,"Bush,",[],{},0,0,5,0.0
190,in,[],{},0,0,2,0.0
191,a,[],{},0,0,1,0.0
192,message,[],{},0,0,7,0.0
193,of,[],{},0,0,2,0.0
194,condolence,[],{},0,0,10,0.0
195,to,[],{},0,0,2,0.0
196,Sakharov's,[],{},0,0,10,0.0
197,"widow,",[],{},0,0,6,0.0
198,Yelena,[],{},0,0,6,0.0
199,"Bonner,",[],{},0,0,7,0.0
200,said:,[],{},0,0,5,0.0
201,'All,[],{},0,0,4,0.0
202,of,[],{},0,0,2,0.0
203,us,[],{},0,0,2,0.0
204,who,[],{},0,0,3,0.0
205,knew,[],{},0,0,4,0.0
206,him,[],{},0,0,3,0.0
207,will,"[200, 202, 204, 206, 208]","{200: 1, 202: 1, 204: 1, 206: 1, 208: 1}",5,5,4,1.25
208,never,"[209, 211, 213, 215, 217, 219]","{209: 16, 211: 1, 213: 1, 215: 1, 217: 1, 219: 1}",6,21,5,4.2
209,forget,"[221, 223, 225, 227, 229]","{221: 1, 223: 1, 225: 1, 227: 1, 229: 1}",5,5,6,0.8333333333333334
210,his,[],{},0,0,3,0.0
211,courage,[],{},0,0,7,0.0
212,and,[],{},0,0,3,0.0
213,devotion,[],{},0,0,8,0.0
214,to,[],{},0,0,2,0.0
215,freedom.,[],{},0,0,8,0.0
216,.,[],{},0,0,1,0.0
217,.,[],{},0,0,1,0.0
218,.,[],{},0,0,1,0.0
219,Just,[],{},0,0,4,0.0
220,as,[],{},0,0,2,0.0
221,he,[],{},0,0,2,0.0
222,truly,[],{},0,0,5,0.0
223,enriched,[],{},0,0,8,0.0
224,all,[],{},0,0,3,0.0
225,of,[],{},0,0,2,0.0
226,us,[],{},0,0,2,0.0
227,with,[],{},0,0,4,0.0
228,his,[],{},0,0,3,0.0
229,"life,",[],{},0,0,5,0.0
230,all,[],{},0,0,3,0.0
231,of,[],{},0,0,2,0.0
232,us,[],{},0,0,2,0.0
233,are,[],{},0,0,3,0.0
234,diminished,[],{},0,0,10,0.0
235,by,[],{},0,0,2,0.0
236,his,[],{},0,0,3,0.0
237,untimely,[],{},0,0,8,0.0
238,death.',"[210, 212, 214, 216, 218, 220, 222, 224, 226, 228, 230, 232, 234, 236, 238]","{210: 1, 212: 1, 214: 1, 216: 1, 218: 1, 220: 1, 222: 1, 224: 1, 226: 1, 228: 1, 230: 151, 232: 1, 234: 1, 236: 1, 238: 1}",15,165,7,23.571428571428573
239,Aase,[],{},0,0,4,0.0
240,"Lionaes,",[],{},0,0,8,0.0
241,chairman,[],{},0,0,8,0.0
242,of,[],{},0,0,2,0.0
243,the,[],{},0,0,3,0.0
244,Norwegian,[],{},0,0,9,0.0
245,Nobel,[],{},0,0,5,0.0
246,Committee,[],{},0,0,9,0.0
247,that,[],{},0,0,4,0.0
248,awarded,[],{},0,0,7,0.0
249,Sakharov,[],{},0,0,8,0.0
250,the,[],{},0,0,3,0.0
251,Peace,[],{},0,0,5,0.0
252,Prize,[],{},0,0,5,0.0
253,in,[],{},0,0,2,0.0
254,"1975,",[],{},0,0,5,0.0
255,said,[],{},0,0,4,0.0
256,he,[],{},0,0,2,0.0
257,'fell,[],{},0,0,5,0.0
258,in,[],{},0,0,2,0.0
259,the,[],{},0,0,3,0.0
260,struggle,[],{},0,0,8,0.0
261,for,"[231, 233, 235, 237, 239]","{231: 1, 233: 1, 235: 1, 237: 1, 239: 6}",5,10,3,3.3333333333333335
262,democratic,"[240, 242, 244, 246, 248]","{240: 1, 242: 1, 244: 1, 246: 1, 248: 1}",5,5,10,0.5
263,reforms.,[],{},0,0,8,0.0
264,His,[],{},0,0,3,0.0
265,death,[],{},0,0,5,0.0
266,represents,[],{},0,0,10,0.0
267,a,[],{},0,0,1,0.0
268,great,[],{},0,0,5,0.0
269,"loss,",[],{},0,0,5,0.0
270,especially,[],{},0,0,10,0.0
271,at,[],{},0,0,2,0.0
272,a,[],{},0,0,1,0.0
273,time,[],{},0,0,4,0.0
274,with,[],{},0,0,4,0.0
275,hopes,[],{},0,0,5,0.0
276,of,[],{},0,0,2,0.0
277,a,[],{},0,0,1,0.0
278,positive,[],{},0,0,8,0.0
279,development,[],{},0,0,11,0.0
280,in,[],{},0,0,2,0.0
281,the,[],{},0,0,3,0.0
282,Soviet,[],{},0,0,6,0.0
283,Union,[],{},0,0,5,0.0
284,and,[],{},0,0,3,0.0
285,in,[],{},0,0,2,0.0
286,all,[],{},0,0,3,0.0
287,Eastern,"[241, 243, 245, 247, 249]","{241: 1, 243: 1, 245: 1, 247: 1, 249: 6}",5,10,7,1.4285714285714286
288,Europe.',[],{},0,0,8,0.0
289,Political,[],{},0,0,9,0.0
290,leaders,[],{},0,0,7,0.0
291,worldwide,[],{},0,0,9,0.0
292,commended,[],{},0,0,9,0.0
293,Sakharov,[],{},0,0,8,0.0
294,as,[],{},0,0,2,0.0
295,a,[],{},0,0,1,0.0
296,man,[],{},0,0,3,0.0
297,whose,[],{},0,0,5,0.0
298,causes,[],{},0,0,6,0.0
299,went,[],{},0,0,4,0.0
300,beyond,[],{},0,0,6,0.0
301,ideology.,[],{},0,0,9,0.0
302,Lech,[],{},0,0,4,0.0
303,"Walesa,",[],{},0,0,7,0.0
304,a,[],{},0,0,1,0.0
305,fellow,[],{},0,0,6,0.0
306,Nobel,[250],{250: 5},1,5,5,1.0
307,Peace,"[251, 253, 255, 257, 259]","{251: 1, 253: 1, 255: 1, 257: 1, 259: 1}",5,5,5,1.0
308,Prize,[],{},0,0,5,0.0
309,"laureate,",[],{},0,0,9,0.0
310,said,[],{},0,0,4,0.0
311,Sakharov's,[],{},0,0,10,0.0
312,death,[],{},0,0,5,0.0
313,was,[],{},0,0,3,0.0
314,'a,[],{},0,0,2,0.0
315,great,[],{},0,0,5,0.0
316,loss,[],{},0,0,4,0.0
317,for,[],{},0,0,3,0.0
318,reform,[],{},0,0,6,0.0
319,both,[],{},0,0,4,0.0
320,in,[],{},0,0,2,0.0
321,the,[],{},0,0,3,0.0
322,Soviet,[],{},0,0,6,0.0
323,Union,[],{},0,0,5,0.0
324,and,[],{},0,0,3,0.0
325,everywhere,[],{},0,0,10,0.0
326,else.',[],{},0,0,6,0.0
327,'He,[],{},0,0,3,0.0
328,was,[],{},0,0,3,0.0
329,just,[],{},0,0,4,0.0
330,a,[],{},0,0,1,0.0
331,remarkable,"[252, 254, 256, 258, 260]","{252: 1, 254: 1, 256: 1, 258: 1, 260: 7}",5,11,10,1.1
332,"person,'",[],{},0,0,8,0.0
333,said,[],{},0,0,4,0.0
334,British,[],{},0,0,7,0.0
335,Prime,[],{},0,0,5,0.0
336,Minister,[],{},0,0,8,0.0
337,Margaret,[],{},0,0,8,0.0
338,Thatcher.,[],{},0,0,9,0.0
339,'He,[],{},0,0,3,0.0
340,was,[],{},0,0,3,0.0
341,one,[],{},0,0,3,0.0
342,of,[],{},0,0,2,0.0
343,those,[],{},0,0,5,0.0
344,who,[],{},0,0,3,0.0
345,would,[],{},0,0,5,0.0
346,always,[],{},0,0,6,0.0
347,say,[],{},0,0,3,0.0
348,the,[],{},0,0,3,0.0
349,truth,[],{},0,0,5,0.0
350,must,[],{},0,0,4,0.0
351,be,[],{},0,0,2,0.0
352,found,[],{},0,0,5,0.0
353,and,[],{},0,0,3,0.0
354,was,[],{},0,0,3,0.0
355,never,[],{},0,0,5,0.0
356,afraid,[261],{261: 506},1,506,6,84.33333333333333
357,of,[],{},0,0,2,0.0
358,stating,[],{},0,0,7,0.0
359,that,[],{},0,0,4,0.0
360,and,[],{},0,0,3,0.0
361,letting,[],{},0,0,7,0.0
362,everyone,[],{},0,0,8,0.0
363,know.',[],{},0,0,6,0.0
364,'It,[],{},0,0,3,0.0
365,is,[],{},0,0,2,0.0
366,just,[],{},0,0,4,0.0
367,sad,[],{},0,0,3,0.0
368,he,[],{},0,0,2,0.0
369,will,[],{},0,0,4,0.0
370,not,[],{},0,0,3,0.0
371,be,[],{},0,0,2,0.0
372,preeminent,[],{},0,0,10,0.0
373,in,[],{},0,0,2,0.0
374,the,[],{},0,0,3,0.0
375,freer,[],{},0,0,5,0.0
376,future,[],{},0,0,6,0.0
377,of,[],{},0,0,2,0.0
378,the,[],{},0,0,3,0.0
379,Soviet,[],{},0,0,6,0.0
380,"Union,'",[],{},0,0,7,0.0
381,she,[],{},0,0,3,0.0
382,told,[],{},0,0,4,0.0
383,reporters,[],{},0,0,9,0.0
384,in,[],{},0,0,2,0.0
385,London.,[],{},0,0,7,0.0
386,In,[],{},0,0,2,0.0
387,"Strasbourg,",[],{},0,0,11,0.0
388,"France,",[],{},0,0,7,0.0
389,the,[],{},0,0,3,0.0
390,518-member,[],{},0,0,10,0.0
391,European,[],{},0,0,8,0.0
392,Parliament,[],{},0,0,10,0.0
393,unanimously,[],{},0,0,11,0.0
394,paid,[],{},0,0,4,0.0
395,tribute,[],{},0,0,7,0.0
396,to,[],{},0,0,2,0.0
397,"Sakharov,",[],{},0,0,9,0.0
398,whose,[],{},0,0,5,0.0
399,name,[],{},0,0,4,0.0
400,it,[],{},0,0,2,0.0
401,had,[],{},0,0,3,0.0
402,given,[],{},0,0,5,0.0
403,to,[],{},0,0,2,0.0
404,its,[],{},0,0,3,0.0
405,Human,[],{},0,0,5,0.0
406,Rights,[],{},0,0,6,0.0
407,Prize.,[],{},0,0,6,0.0
408,In,[],{},0,0,2,0.0
409,"Brussels,",[],{},0,0,9,0.0
410,the,[],{},0,0,3,0.0
411,NATO,[],{},0,0,4,0.0
412,foreign,[],{},0,0,7,0.0
413,ministers,[],{},0,0,9,0.0
414,hailed,[],{},0,0,6,0.0
415,Sakharov,[],{},0,0,8,0.0
416,as,[],{},0,0,2,0.0
417,a,[],{},0,0,1,0.0
418,pioneer,[],{},0,0,7,0.0
419,who,[],{},0,0,3,0.0
420,helped,[],{},0,0,6,0.0
421,change,[],{},0,0,6,0.0
422,Soviet,[],{},0,0,6,0.0
423,society.,[],{},0,0,8,0.0
424,NATO,[],{},0,0,4,0.0
425,Secretary,[],{},0,0,9,0.0
426,General,[],{},0,0,7,0.0
427,Manfred,[],{},0,0,7,0.0
428,Woerner,[],{},0,0,7,0.0
429,"said,",[],{},0,0,5,0.0
430,'The,[],{},0,0,4,0.0
431,ministers,[],{},0,0,9,0.0
432,expressed,[],{},0,0,9,0.0
433,deeply,[],{},0,0,6,0.0
434,felt,[],{},0,0,4,0.0
435,sense,[],{},0,0,5,0.0
436,of,[],{},0,0,2,0.0
437,loss,[],{},0,0,4,0.0
438,at,[],{},0,0,2,0.0
439,the,[],{},0,0,3,0.0
440,passing,[],{},0,0,7,0.0
441,of,[],{},0,0,2,0.0
442,Andrei,[],{},0,0,6,0.0
443,Sakharov.',[],{},0,0,10,0.0
