index,word,fixation_order,samples_duration_in_fixations,total_fixations,total_duration_samples_in_fixation,count_letters,count_fixation_normalized
137,in,[],{},0,0,2,0.0
138,advance,[],{},0,0,7,0.0
139,of,[],{},0,0,2,0.0
140,the,[],{},0,0,3,0.0
141,actual,[],{},0,0,6,0.0
142,"race,''",[],{},0,0,7,0.0
143,the,[],{},0,0,3,0.0
144,newspaper,"[742, 744, 746, 748, 750, 752, 754, 756, 758, 760, 762, 764, 766, 768, 770, 772, 774, 776, 778, 780, 782, 784, 786, 788, 790, 792, 794, 796, 798, 800, 802, 804, 806, 808, 810, 812]","{742: 167, 744: 1, 746: 1, 748: 1, 750: 1, 752: 1, 754: 1, 756: 1, 758: 1, 760: 1, 762: 1, 764: 1, 766: 1, 768: 1, 770: 1, 772: 1, 774: 1, 776: 1, 778: 1, 780: 1, 782: 1, 784: 1, 786: 1, 788: 1, 790: 1, 792: 1, 794: 1, 796: 1, 798: 1, 800: 1, 802: 1, 804: 1, 806: 1, 808: 1, 810: 1, 812: 1}",36,202,9,22.444444444444443
145,said.,[741],{741: 55},1,55,5,11.0
146,The,[740],{740: 46},1,46,3,15.333333333333334
147,next,[739],{739: 53},1,53,4,13.25
148,election,"[9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 694, 696, 698, 700, 702, 704, 706, 708, 710, 712, 714, 716, 718, 720, 722, 724, 726, 728, 730, 732, 734, 736, 738]","{9: 1, 11: 1, 13: 1, 15: 1, 17: 1, 19: 1, 21: 1, 23: 1, 25: 1, 27: 1, 29: 1, 31: 1, 33: 1, 694: 1, 696: 1, 698: 1, 700: 1, 702: 1, 704: 1, 706: 1, 708: 1, 710: 1, 712: 1, 714: 1, 716: 1, 718: 1, 720: 1, 722: 1, 724: 1, 726: 1, 728: 1, 730: 1, 732: 1, 734: 1, 736: 1, 738: 40}",36,75,8,9.375
149,must,"[1, 3, 5, 7, 678, 680, 682, 684, 686, 688, 690, 692]","{1: 100, 3: 1, 5: 1, 7: 1, 678: 1, 680: 1, 682: 1, 684: 1, 686: 1, 688: 1, 690: 1, 692: 1}",12,111,4,27.75
150,be,[],{},0,0,2,0.0
151,held,[],{},0,0,4,0.0
152,by,[],{},0,0,2,0.0
153,the,[],{},0,0,3,0.0
154,summer,[],{},0,0,6,0.0
155,of,[],{},0,0,2,0.0
156,"1992,",[],{},0,0,5,0.0
157,but,[],{},0,0,3,0.0
158,it,[],{},0,0,2,0.0
159,is,[],{},0,0,2,0.0
160,expected,[],{},0,0,8,0.0
161,Mrs.,[],{},0,0,4,0.0
162,Thatcher,[],{},0,0,8,0.0
163,will,[],{},0,0,4,0.0
164,call,[],{},0,0,4,0.0
165,it,[],{},0,0,2,0.0
166,in,[],{},0,0,2,0.0
167,1991.,[],{},0,0,5,0.0
168,Mrs.,[],{},0,0,4,0.0
169,"Thatcher,",[],{},0,0,9,0.0
170,who,"[743, 745, 747, 749, 751, 753, 755, 757, 759, 761, 763, 765, 767, 769, 771, 773, 775, 777, 779, 781, 783, 785, 787, 789, 791, 793, 795, 797, 799, 801, 803, 805, 807, 809, 811, 813, 815, 817, 819, 821, 823, 825, 827, 829, 831, 833, 835, 837, 839, 841, 843, 845, 847, 849, 851, 853, 855, 857, 859, 861]","{743: 1, 745: 1, 747: 1, 749: 1, 751: 1, 753: 1, 755: 1, 757: 1, 759: 1, 761: 1, 763: 1, 765: 1, 767: 1, 769: 1, 771: 1, 773: 1, 775: 1, 777: 1, 779: 1, 781: 1, 783: 1, 785: 1, 787: 1, 789: 1, 791: 1, 793: 1, 795: 1, 797: 1, 799: 1, 801: 1, 803: 1, 805: 1, 807: 1, 809: 1, 811: 1, 813: 62, 815: 1, 817: 1, 819: 1, 821: 1, 823: 1, 825: 1, 827: 1, 829: 1, 831: 1, 833: 1, 835: 1, 837: 1, 839: 1, 841: 1, 843: 1, 845: 1, 847: 1, 849: 1, 851: 1, 853: 1, 855: 1, 857: 1, 859: 1, 861: 1}",60,121,3,40.333333333333336
171,turned,[],{},0,0,6,0.0
172,64,[],{},0,0,2,0.0
173,last,[],{},0,0,4,0.0
174,"month,",[],{},0,0,6,0.0
175,has,[],{},0,0,3,0.0
176,never,"[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 677, 679, 681, 683, 685, 687, 689, 691, 693, 695, 697, 699, 701, 703, 705, 707, 709, 711, 713, 715, 717, 719, 721, 723, 725, 727, 729, 731, 733, 735, 737]","{2: 1, 4: 1, 6: 1, 8: 1, 10: 1, 12: 1, 14: 1, 16: 1, 18: 1, 20: 1, 22: 1, 24: 1, 26: 1, 28: 1, 30: 1, 32: 1, 34: 67, 36: 1, 38: 1, 40: 1, 42: 1, 44: 1, 46: 1, 48: 1, 50: 1, 52: 1, 54: 1, 56: 1, 58: 1, 60: 1, 62: 1, 64: 1, 66: 1, 68: 1, 70: 1, 72: 1, 74: 1, 76: 1, 78: 1, 80: 1, 82: 1, 84: 1, 86: 1, 88: 1, 90: 1, 677: 15, 679: 1, 681: 1, 683: 1, 685: 1, 687: 1, 689: 1, 691: 1, 693: 1, 695: 1, 697: 1, 699: 1, 701: 1, 703: 1, 705: 1, 707: 1, 709: 1, 711: 1, 713: 1, 715: 1, 717: 1, 719: 1, 721: 1, 723: 1, 725: 1, 727: 1, 729: 1, 731: 1, 733: 1, 735: 1, 737: 1}",76,156,5,31.2
177,previously,[676],{676: 79},1,79,10,7.9
178,made,"[606, 608, 610, 612, 614, 616, 618, 620, 622, 624, 626, 628, 630, 632, 634, 636, 638, 640, 642, 644, 646, 648, 650, 652, 654, 656, 658, 660, 662, 664, 666, 668, 670, 672, 674]","{606: 1, 608: 1, 610: 1, 612: 1, 614: 1, 616: 1, 618: 1, 620: 1, 622: 1, 624: 1, 626: 1, 628: 1, 630: 1, 632: 1, 634: 1, 636: 1, 638: 1, 640: 1, 642: 1, 644: 1, 646: 1, 648: 1, 650: 1, 652: 1, 654: 1, 656: 1, 658: 1, 660: 1, 662: 1, 664: 1, 666: 1, 668: 1, 670: 1, 672: 1, 674: 1}",35,35,4,8.75
179,it,[],{},0,0,2,0.0
180,clear,[],{},0,0,5,0.0
181,in,[],{},0,0,2,0.0
182,public,[],{},0,0,6,0.0
183,when,[],{},0,0,4,0.0
184,she,[],{},0,0,3,0.0
185,plans,[],{},0,0,5,0.0
186,to,[],{},0,0,2,0.0
187,retire,[],{},0,0,6,0.0
188,as,[],{},0,0,2,0.0
189,party,[],{},0,0,5,0.0
190,leader.,[],{},0,0,7,0.0
191,She,[],{},0,0,3,0.0
192,was,[],{},0,0,3,0.0
193,elected,[],{},0,0,7,0.0
194,in,[],{},0,0,2,0.0
195,"1979,",[],{},0,0,5,0.0
196,the,[],{},0,0,3,0.0
197,first,"[814, 816, 818, 820, 822, 824, 826, 828, 830, 832, 834, 836, 838, 840, 842, 844, 846, 848, 850, 852, 854, 856, 858, 860, 862]","{814: 1, 816: 1, 818: 1, 820: 1, 822: 1, 824: 1, 826: 1, 828: 1, 830: 1, 832: 1, 834: 1, 836: 1, 838: 1, 840: 1, 842: 1, 844: 1, 846: 1, 848: 1, 850: 1, 852: 1, 854: 1, 856: 1, 858: 1, 860: 1, 862: 42}",25,66,5,13.2
198,female,"[863, 865, 867, 869, 871, 873, 875, 877, 879, 881]","{863: 1, 865: 1, 867: 1, 869: 1, 871: 1, 873: 1, 875: 1, 877: 1, 879: 1, 881: 1}",10,10,6,1.6666666666666667
199,prime,[],{},0,0,5,0.0
200,minister,[],{},0,0,8,0.0
201,in,[],{},0,0,2,0.0
202,"Europe,","[35, 37, 39, 41, 43, 45, 47, 49, 51, 53, 55, 57, 59, 61, 63, 65, 67, 69, 71, 73, 75, 77, 79, 81, 83, 85, 87, 89, 91]","{35: 1, 37: 1, 39: 1, 41: 1, 43: 1, 45: 1, 47: 1, 49: 1, 51: 1, 53: 1, 55: 1, 57: 1, 59: 1, 61: 1, 63: 1, 65: 1, 67: 1, 69: 1, 71: 1, 73: 1, 75: 1, 77: 1, 79: 1, 81: 1, 83: 1, 85: 1, 87: 1, 89: 1, 91: 34}",29,62,7,8.857142857142858
203,and,"[92, 94, 96, 98, 100, 102, 104, 106, 108, 110, 112, 114, 116]","{92: 1, 94: 1, 96: 1, 98: 1, 100: 1, 102: 1, 104: 1, 106: 1, 108: 1, 110: 1, 112: 1, 114: 1, 116: 1}",13,13,3,4.333333333333333
204,won,"[653, 655, 657, 659, 661, 663, 665, 667, 669, 671, 673, 675]","{653: 1, 655: 1, 657: 1, 659: 1, 661: 1, 663: 1, 665: 1, 667: 1, 669: 1, 671: 1, 673: 1, 675: 1}",12,12,3,4.0
205,re-election,"[593, 595, 597, 599, 601, 603, 605, 607, 609, 611, 613, 615, 617, 619, 621, 623, 625, 627, 629, 631, 633, 635, 637, 639, 641, 643, 645, 647, 649, 651]","{593: 1, 595: 1, 597: 1, 599: 1, 601: 1, 603: 1, 605: 71, 607: 1, 609: 1, 611: 1, 613: 1, 615: 1, 617: 1, 619: 1, 621: 1, 623: 1, 625: 1, 627: 1, 629: 1, 631: 1, 633: 1, 635: 1, 637: 1, 639: 1, 641: 1, 643: 1, 645: 1, 647: 1, 649: 1, 651: 1}",30,100,11,9.090909090909092
206,in,"[553, 555, 557, 559, 561, 563, 565, 567, 569, 571, 573, 575, 577, 579, 581, 583, 585, 587, 589, 591]","{553: 1, 555: 1, 557: 1, 559: 1, 561: 1, 563: 1, 565: 1, 567: 1, 569: 1, 571: 1, 573: 1, 575: 1, 577: 1, 579: 1, 581: 1, 583: 1, 585: 1, 587: 1, 589: 1, 591: 1}",20,20,2,10.0
207,1983,"[531, 533, 535, 537, 539, 541, 543, 545, 547, 549, 551]","{531: 1, 533: 1, 535: 1, 537: 1, 539: 1, 541: 1, 543: 1, 545: 1, 547: 1, 549: 1, 551: 1}",11,11,4,2.75
208,and,[],{},0,0,3,0.0
209,in,[],{},0,0,2,0.0
210,"1987,",[],{},0,0,5,0.0
211,when,[],{},0,0,4,0.0
212,she,[],{},0,0,3,0.0
213,said,[],{},0,0,4,0.0
214,she,[],{},0,0,3,0.0
215,planned,[],{},0,0,7,0.0
216,to,[],{},0,0,2,0.0
217,``go,[],{},0,0,4,0.0
218,on,[],{},0,0,2,0.0
219,and,[],{},0,0,3,0.0
220,on.'',[],{},0,0,5,0.0
221,Earlier,[],{},0,0,7,0.0
222,this,[],{},0,0,4,0.0
223,"year,",[],{},0,0,5,0.0
224,Mrs.,"[864, 866, 868, 870, 872, 874, 876, 878, 880, 882]","{864: 1, 866: 1, 868: 1, 870: 1, 872: 1, 874: 1, 876: 1, 878: 1, 880: 1, 882: 9}",10,18,4,4.5
225,Thatcher,[883],{883: 51},1,51,8,6.375
226,overtook,[884],{884: 40},1,40,8,5.0
227,Liberal,[],{},0,0,7,0.0
228,Lord,"[93, 95, 97, 99, 101, 103, 105, 107]","{93: 1, 95: 1, 97: 1, 99: 1, 101: 1, 103: 1, 105: 1, 107: 1}",8,8,4,2.0
229,Asquith's,"[109, 111, 113, 115, 117]","{109: 1, 111: 1, 113: 1, 115: 1, 117: 22}",5,26,9,2.888888888888889
230,1908-1916,"[118, 120, 122, 124, 126, 542, 544, 546, 548, 550, 552, 554, 556, 558, 560, 562, 564, 566, 568, 570, 572, 574, 576, 578, 580, 582, 584, 586, 588, 590, 592, 594, 596, 598, 600, 602, 604]","{118: 1, 120: 1, 122: 1, 124: 1, 126: 1, 542: 1, 544: 1, 546: 1, 548: 1, 550: 1, 552: 1, 554: 1, 556: 1, 558: 1, 560: 1, 562: 1, 564: 1, 566: 1, 568: 1, 570: 1, 572: 1, 574: 1, 576: 1, 578: 1, 580: 1, 582: 1, 584: 1, 586: 1, 588: 1, 590: 1, 592: 1, 594: 1, 596: 1, 598: 1, 600: 1, 602: 1, 604: 1}",37,37,9,4.111111111111111
231,tenure,"[530, 532, 534, 536, 538, 540]","{530: 26, 532: 1, 534: 1, 536: 1, 538: 1, 540: 1}",6,31,6,5.166666666666667
232,as,[529],{529: 7},1,7,2,3.5
233,prime,"[494, 496, 498, 500, 502, 504, 506, 508, 510, 512, 514, 516, 518, 520, 522, 524, 526, 528]","{494: 1, 496: 1, 498: 1, 500: 1, 502: 1, 504: 1, 506: 1, 508: 1, 510: 1, 512: 1, 514: 1, 516: 1, 518: 1, 520: 1, 522: 1, 524: 1, 526: 1, 528: 6}",18,23,5,4.6
234,minister,[],{},0,0,8,0.0
235,to,[],{},0,0,2,0.0
236,become,[],{},0,0,6,0.0
237,Britain's,[],{},0,0,9,0.0
238,longest,[],{},0,0,7,0.0
239,continuously,[],{},0,0,12,0.0
240,serving,[],{},0,0,7,0.0
241,prime,[],{},0,0,5,0.0
242,minister,[],{},0,0,8,0.0
243,of,[],{},0,0,2,0.0
244,the,[],{},0,0,3,0.0
245,20th,[],{},0,0,4,0.0
246,century.,[885],{885: 9},1,9,8,1.125
247,Mrs.,[886],{886: 13},1,13,4,3.25
248,Thatcher's,[887],{887: 49},1,49,10,4.9
249,popularity,"[119, 121, 123, 125, 127, 888]","{119: 1, 121: 1, 123: 1, 125: 1, 127: 7, 888: 10}",6,21,10,2.1
250,is,"[128, 889]","{128: 7, 889: 15}",2,22,2,11.0
251,the,"[129, 890]","{129: 7, 890: 9}",2,16,3,5.333333333333333
252,lowest,"[130, 891]","{130: 18, 891: 8}",2,26,6,4.333333333333333
253,of,[131],{131: 15},1,15,2,7.5
254,any,"[132, 495, 497, 499, 501, 503, 505, 507, 509, 511, 513, 515, 517, 519, 521, 523, 525, 527]","{132: 6, 495: 1, 497: 1, 499: 1, 501: 1, 503: 1, 505: 1, 507: 1, 509: 1, 511: 1, 513: 1, 515: 1, 517: 1, 519: 1, 521: 1, 523: 1, 525: 1, 527: 1}",18,23,3,7.666666666666667
255,prime,"[133, 493]","{133: 29, 493: 16}",2,45,5,9.0
256,minister,"[134, 492]","{134: 6, 492: 45}",2,51,8,6.375
257,since,[491],{491: 35},1,35,5,7.0
258,opinion,[490],{490: 74},1,74,7,10.571428571428571
259,polls,[],{},0,0,5,0.0
260,began,[],{},0,0,5,0.0
261,in,[],{},0,0,2,0.0
262,Britain,[],{},0,0,7,0.0
263,50,[],{},0,0,2,0.0
264,years,[],{},0,0,5,0.0
265,"ago,",[],{},0,0,4,0.0
266,and,[],{},0,0,3,0.0
267,senior,[],{},0,0,6,0.0
268,colleagues,[],{},0,0,10,0.0
269,have,[],{},0,0,4,0.0
270,publicly,[],{},0,0,8,0.0
271,admonished,[],{},0,0,10,0.0
272,her,[],{},0,0,3,0.0
273,to,[],{},0,0,2,0.0
274,change,[],{},0,0,6,0.0
275,her,[892],{892: 7},1,7,3,2.3333333333333335
276,leadership,[893],{893: 31},1,31,10,3.1
277,style,[894],{894: 13},1,13,5,2.6
278,following,"[135, 895, 897, 899, 901, 903, 905, 907, 909, 911, 913, 915, 917, 919, 921]","{135: 68, 895: 15, 897: 1, 899: 1, 901: 1, 903: 1, 905: 1, 907: 1, 909: 1, 911: 1, 913: 1, 915: 1, 917: 1, 919: 1, 921: 1}",15,96,9,10.666666666666666
279,the,"[136, 923, 925, 927, 929, 931]","{136: 88, 923: 1, 925: 1, 927: 1, 929: 1, 931: 1}",6,93,3,31.0
280,surprise,"[137, 139, 141, 143, 145, 147, 149, 151, 153, 155, 157, 159, 161, 163, 165, 167, 169, 171, 173, 175, 177, 179, 181, 183, 185, 187, 189, 191, 193, 195, 197, 199, 201, 203, 205, 207, 209, 211, 933, 935, 937, 939, 941, 943, 945, 947, 949, 951, 953, 955, 957, 959, 961, 963, 965, 967, 969, 971]","{137: 82, 139: 1, 141: 1, 143: 1, 145: 1, 147: 1, 149: 1, 151: 1, 153: 1, 155: 1, 157: 1, 159: 1, 161: 1, 163: 1, 165: 1, 167: 1, 169: 1, 171: 1, 173: 1, 175: 1, 177: 1, 179: 1, 181: 1, 183: 1, 185: 1, 187: 1, 189: 1, 191: 1, 193: 1, 195: 1, 197: 1, 199: 1, 201: 1, 203: 1, 205: 1, 207: 1, 209: 1, 211: 1, 933: 1, 935: 1, 937: 1, 939: 1, 941: 1, 943: 1, 945: 1, 947: 1, 949: 1, 951: 1, 953: 1, 955: 1, 957: 1, 959: 1, 961: 1, 963: 1, 965: 1, 967: 1, 969: 1, 971: 1}",58,139,8,17.375
281,resignation,"[213, 215, 217, 219, 221, 223, 225, 227, 229, 231, 233, 235, 237, 239, 241, 243, 245, 247, 249, 251, 253, 255, 257, 259, 261, 263, 265, 267, 269, 271, 273, 275, 277, 279, 281, 283, 285, 287, 289, 291, 293, 295, 297, 299, 301, 303, 305, 307, 309, 311, 313, 315, 317, 319, 321, 323, 325, 327, 329, 331, 333, 335, 337, 339, 341, 343, 345, 347, 349, 351, 353, 355, 357, 359, 361, 363, 365, 367, 369, 371, 373, 375, 377, 379, 381, 383, 385, 387, 389, 391, 393, 395, 397, 399, 401, 403, 405, 407, 409, 411, 413, 415, 417, 419, 421, 423, 425, 427, 429, 431, 433, 435, 437, 439, 441, 443, 445, 447, 449, 451, 453, 455, 457, 459, 461, 463, 465, 467, 469, 471, 473, 475, 477, 479, 481, 483, 485, 487, 489]","{213: 1, 215: 1, 217: 1, 219: 1, 221: 1, 223: 1, 225: 1, 227: 1, 229: 1, 231: 1, 233: 1, 235: 1, 237: 1, 239: 1, 241: 1, 243: 1, 245: 1, 247: 1, 249: 1, 251: 1, 253: 1, 255: 1, 257: 1, 259: 1, 261: 1, 263: 1, 265: 1, 267: 1, 269: 1, 271: 1, 273: 1, 275: 1, 277: 1, 279: 1, 281: 1, 283: 1, 285: 1, 287: 1, 289: 1, 291: 1, 293: 1, 295: 1, 297: 1, 299: 1, 301: 1, 303: 1, 305: 1, 307: 1, 309: 1, 311: 1, 313: 1, 315: 1, 317: 1, 319: 1, 321: 1, 323: 1, 325: 1, 327: 1, 329: 1, 331: 1, 333: 1, 335: 1, 337: 1, 339: 1, 341: 1, 343: 1, 345: 1, 347: 1, 349: 1, 351: 1, 353: 1, 355: 1, 357: 1, 359: 1, 361: 1, 363: 1, 365: 1, 367: 1, 369: 1, 371: 1, 373: 1, 375: 1, 377: 1, 379: 1, 381: 1, 383: 1, 385: 1, 387: 1, 389: 1, 391: 1, 393: 1, 395: 1, 397: 1, 399: 1, 401: 1, 403: 1, 405: 1, 407: 1, 409: 1, 411: 1, 413: 1, 415: 1, 417: 1, 419: 1, 421: 1, 423: 1, 425: 1, 427: 1, 429: 1, 431: 1, 433: 1, 435: 1, 437: 1, 439: 1, 441: 1, 443: 1, 445: 1, 447: 1, 449: 1, 451: 1, 453: 1, 455: 1, 457: 1, 459: 1, 461: 1, 463: 1, 465: 1, 467: 1, 469: 1, 471: 1, 473: 1, 475: 1, 477: 1, 479: 1, 481: 1, 483: 1, 485: 1, 487: 1, 489: 173}",139,311,11,28.272727272727273
282,of,[],{},0,0,2,0.0
283,her,[],{},0,0,3,0.0
284,treasury,[],{},0,0,8,0.0
285,"chief,",[],{},0,0,6,0.0
286,Nigel,[],{},0,0,5,0.0
287,Lawson.,[],{},0,0,7,0.0
288,Lord,[],{},0,0,4,0.0
289,"Callaghan,",[],{},0,0,10,0.0
290,former,[],{},0,0,6,0.0
291,Labor,[],{},0,0,5,0.0
292,prime,[],{},0,0,5,0.0
293,minister,[],{},0,0,8,0.0
294,whom,[],{},0,0,4,0.0
295,Mrs.,[],{},0,0,4,0.0
296,Thatcher,[],{},0,0,8,0.0
297,defeated,[],{},0,0,8,0.0
298,in,"[896, 898, 900, 902, 904, 906]","{896: 1, 898: 1, 900: 1, 902: 1, 904: 1, 906: 1}",6,6,2,3.0
299,"1979,","[908, 910, 912, 914, 916, 918, 920, 922, 924, 926, 928, 930, 932]","{908: 1, 910: 1, 912: 1, 914: 1, 916: 1, 918: 1, 920: 1, 922: 1, 924: 1, 926: 1, 928: 1, 930: 1, 932: 1}",13,13,5,2.6
300,said,"[934, 936, 938, 940, 942, 944, 946, 948, 950, 952, 954, 956, 958]","{934: 1, 936: 1, 938: 1, 940: 1, 942: 1, 944: 1, 946: 1, 948: 1, 950: 1, 952: 1, 954: 1, 956: 1, 958: 1}",13,13,4,3.25
301,her,"[138, 140, 142, 144, 146, 148, 150, 152, 154, 156, 158, 160, 162, 164, 166, 168, 170, 172, 174, 176, 178, 180, 182, 184, 186, 188, 190, 192, 194, 960, 962, 964, 966, 968, 970, 972]","{138: 1, 140: 1, 142: 1, 144: 1, 146: 1, 148: 1, 150: 1, 152: 1, 154: 1, 156: 1, 158: 1, 160: 1, 162: 1, 164: 1, 166: 1, 168: 1, 170: 1, 172: 1, 174: 1, 176: 1, 178: 1, 180: 1, 182: 1, 184: 1, 186: 1, 188: 1, 190: 1, 192: 1, 194: 1, 960: 1, 962: 1, 964: 1, 966: 1, 968: 1, 970: 1, 972: 4}",36,39,3,13.0
