index,word,fixation_order,samples_duration_in_fixations,total_fixations,total_duration_samples_in_fixation,count_letters,count_fixation_normalized
69,get,[],{},0,0,3,0.0
70,"here,''",[],{},0,0,7,0.0
71,said,[],{},0,0,4,0.0
72,Huang,[],{},0,0,5,0.0
73,"Rongti,",[],{},0,0,7,0.0
74,"70,",[],{},0,0,3,0.0
75,who,[],{},0,0,3,0.0
76,has,[],{},0,0,3,0.0
77,lost,[],{},0,0,4,0.0
78,most,[],{},0,0,4,0.0
79,of,[],{},0,0,2,0.0
80,her,[],{},0,0,3,0.0
81,teeth,[],{},0,0,5,0.0
82,because,[],{},0,0,7,0.0
83,of,[],{},0,0,2,0.0
84,age.,[],{},0,0,4,0.0
85,``You,[],{},0,0,5,0.0
86,think,[],{},0,0,5,0.0
87,hamburgers,[],{},0,0,10,0.0
88,are,[],{},0,0,3,0.0
89,too,[],{},0,0,3,0.0
90,challenging,[],{},0,0,11,0.0
91,for,[],{},0,0,3,0.0
92,my,[],{},0,0,2,0.0
93,age?'',[],{},0,0,6,0.0
94,"Later,",[],{},0,0,6,0.0
95,after,[],{},0,0,5,0.0
96,purchasing,[],{},0,0,10,0.0
97,her,[],{},0,0,3,0.0
98,first,[],{},0,0,5,0.0
99,Big,[],{},0,0,3,0.0
100,"Mac,",[],{},0,0,4,0.0
101,she,[],{},0,0,3,0.0
102,inspected,[],{},0,0,9,0.0
103,it,[],{},0,0,2,0.0
104,carefully,[],{},0,0,9,0.0
105,before,[],{},0,0,6,0.0
106,taking,[43],{43: 243},1,243,6,40.5
107,a,"[42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104, 106, 108, 110, 112, 114, 116, 118, 120, 122, 124, 126, 128, 130, 132, 134, 136]","{42: 25, 44: 1, 46: 1, 48: 1, 50: 1, 52: 1, 54: 1, 56: 1, 58: 1, 60: 1, 62: 1, 64: 1, 66: 1, 68: 1, 70: 1, 72: 1, 74: 1, 76: 1, 78: 1, 80: 1, 82: 1, 84: 1, 86: 1, 88: 1, 90: 1, 92: 1, 94: 1, 96: 1, 98: 1, 100: 1, 102: 1, 104: 1, 106: 1, 108: 1, 110: 1, 112: 1, 114: 1, 116: 1, 118: 1, 120: 1, 122: 1, 124: 1, 126: 1, 128: 1, 130: 1, 132: 1, 134: 1, 136: 1}",48,72,1,72.0
108,bite.,"[3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 41]","{3: 1, 5: 1, 7: 1, 9: 1, 11: 1, 13: 1, 15: 1, 17: 1, 19: 1, 21: 1, 23: 1, 25: 1, 27: 1, 29: 1, 31: 1, 33: 1, 35: 1, 37: 1, 39: 1, 41: 9}",20,28,5,5.6
109,``It,[],{},0,0,4,0.0
110,tastes,[],{},0,0,6,0.0
111,"good,",[],{},0,0,5,0.0
112,I,[],{},0,0,1,0.0
113,like,[],{},0,0,4,0.0
114,"it,''",[],{},0,0,5,0.0
115,she,[],{},0,0,3,0.0
116,announced,[],{},0,0,9,0.0
117,before,[],{},0,0,6,0.0
118,slowly,[],{},0,0,6,0.0
119,eating,[],{},0,0,6,0.0
120,the,[],{},0,0,3,0.0
121,rest.,[],{},0,0,5,0.0
122,@@,[],{},0,0,2,0.0
123,The,[],{},0,0,3,0.0
124,opening,[],{},0,0,7,0.0
125,of,[],{},0,0,2,0.0
126,a,[],{},0,0,1,0.0
127,U.S.,[],{},0,0,4,0.0
128,fast-food,[],{},0,0,9,0.0
129,restaurant,[],{},0,0,10,0.0
130,in,[],{},0,0,2,0.0
131,"China,","[45, 47, 49, 51, 53, 55, 57, 59, 61, 63, 65, 67, 69, 71, 73, 75, 77, 79, 81, 83, 85, 87, 89, 91, 93, 95, 97, 99, 101, 103, 105, 107, 109, 111, 113, 115, 117, 119, 121, 123, 125, 127, 129, 131, 133, 135, 137]","{45: 1, 47: 1, 49: 1, 51: 1, 53: 1, 55: 1, 57: 1, 59: 1, 61: 1, 63: 1, 65: 1, 67: 1, 69: 1, 71: 1, 73: 1, 75: 1, 77: 1, 79: 1, 81: 1, 83: 1, 85: 1, 87: 1, 89: 1, 91: 1, 93: 1, 95: 1, 97: 1, 99: 1, 101: 1, 103: 1, 105: 1, 107: 1, 109: 1, 111: 1, 113: 1, 115: 1, 117: 1, 119: 1, 121: 1, 123: 1, 125: 1, 127: 1, 129: 1, 131: 1, 133: 1, 135: 1, 137: 24}",47,70,6,11.666666666666666
132,where,"[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 138, 140, 142, 144, 146, 148, 150, 152, 154, 156, 158, 160]","{2: 38, 4: 1, 6: 1, 8: 1, 10: 1, 12: 1, 14: 1, 16: 1, 18: 1, 20: 1, 22: 1, 24: 1, 26: 1, 28: 1, 30: 1, 32: 1, 34: 1, 36: 1, 38: 1, 40: 1, 138: 15, 140: 1, 142: 1, 144: 1, 146: 1, 148: 1, 150: 1, 152: 1, 154: 1, 156: 1, 158: 1, 160: 1}",32,83,5,16.6
133,cooking,[1],{1: 276},1,276,7,39.42857142857143
134,has,[],{},0,0,3,0.0
135,long,[],{},0,0,4,0.0
136,been,[],{},0,0,4,0.0
137,considered,[],{},0,0,10,0.0
138,a,[],{},0,0,1,0.0
139,culinary,[],{},0,0,8,0.0
140,"art,",[],{},0,0,4,0.0
141,may,[],{},0,0,3,0.0
142,seem,"[190, 192, 194, 196, 198, 200, 202, 204]","{190: 1, 192: 1, 194: 1, 196: 1, 198: 1, 200: 1, 202: 1, 204: 1}",8,8,4,2.0
143,odd,"[206, 208, 210, 212, 214, 216, 218, 220, 222, 224]","{206: 1, 208: 1, 210: 1, 212: 1, 214: 1, 216: 1, 218: 1, 220: 1, 222: 1, 224: 1}",10,10,3,3.3333333333333335
144,to,"[226, 228, 230, 232, 234, 236, 238, 240]","{226: 1, 228: 1, 230: 1, 232: 1, 234: 1, 236: 1, 238: 1, 240: 1}",8,8,2,4.0
145,gourmets.,[242],{242: 67},1,67,9,7.444444444444445
146,It,[],{},0,0,2,0.0
147,is,[],{},0,0,2,0.0
148,estimated,[],{},0,0,9,0.0
149,there,[],{},0,0,5,0.0
150,are,[],{},0,0,3,0.0
151,more,[],{},0,0,4,0.0
152,than,[],{},0,0,4,0.0
153,"5,000",[],{},0,0,5,0.0
154,different,[],{},0,0,9,0.0
155,Chinese,[],{},0,0,7,0.0
156,dishes.,"[139, 141, 143, 145, 147, 149, 151, 153, 155, 157, 159, 161, 163, 165, 167, 169, 171, 173, 175, 177, 179]","{139: 1, 141: 1, 143: 1, 145: 1, 147: 1, 149: 1, 151: 1, 153: 1, 155: 1, 157: 1, 159: 1, 161: 84, 163: 1, 165: 1, 167: 1, 169: 1, 171: 1, 173: 1, 175: 1, 177: 1, 179: 1}",21,104,7,14.857142857142858
157,In,"[162, 164, 166, 168, 170, 172, 174, 176, 178, 180]","{162: 1, 164: 1, 166: 1, 168: 1, 170: 1, 172: 1, 174: 1, 176: 1, 178: 1, 180: 38}",10,47,2,23.5
158,"Canton,",[183],{183: 20},1,20,7,2.857142857142857
159,125,[184],{184: 10},1,10,3,3.3333333333333335
160,miles,[185],{185: 10},1,10,5,2.0
161,northwest,[186],{186: 36},1,36,9,4.0
162,of,[],{},0,0,2,0.0
163,"Shenzhen,",[187],{187: 51},1,51,9,5.666666666666667
164,chefs,[188],{188: 30},1,30,5,6.0
165,specialize,"[189, 191, 193, 195, 197, 199, 201, 203, 205, 207, 209, 211, 213, 215, 217, 219, 221, 223, 225]","{189: 21, 191: 1, 193: 1, 195: 1, 197: 1, 199: 1, 201: 1, 203: 1, 205: 1, 207: 1, 209: 1, 211: 1, 213: 1, 215: 1, 217: 1, 219: 1, 221: 1, 223: 1, 225: 1}",19,39,10,3.9
166,in,"[227, 229, 231, 233, 235, 237, 239, 241]","{227: 1, 229: 1, 231: 1, 233: 1, 235: 1, 237: 1, 239: 1, 241: 1}",8,8,2,4.0
167,some,[],{},0,0,4,0.0
168,of,[],{},0,0,2,0.0
169,the,[],{},0,0,3,0.0
170,more,[],{},0,0,4,0.0
171,exotic,[],{},0,0,6,0.0
172,Chinese,[],{},0,0,7,0.0
173,"dishes,",[],{},0,0,7,0.0
174,such,[],{},0,0,4,0.0
175,as,[],{},0,0,2,0.0
176,cat,[],{},0,0,3,0.0
177,"stew,",[],{},0,0,5,0.0
178,bear,[],{},0,0,4,0.0
179,"paws,",[],{},0,0,5,0.0
180,chicken,[181],{181: 3229},1,3229,7,461.2857142857143
181,feet,[182],{182: 8},1,8,4,2.0
182,and,[],{},0,0,3,0.0
183,a,[],{},0,0,1,0.0
184,famed,[],{},0,0,5,0.0
185,snake,[],{},0,0,5,0.0
186,dish,[],{},0,0,4,0.0
187,-,[],{},0,0,1,0.0
188,``Dragon,[],{},0,0,8,0.0
189,and,[],{},0,0,3,0.0
190,Tiger,[],{},0,0,5,0.0
191,Locked,[],{},0,0,6,0.0
192,in,[],{},0,0,2,0.0
193,Battle'',[],{},0,0,8,0.0
194,-,[],{},0,0,1,0.0
195,made,[],{},0,0,4,0.0
196,from,[],{},0,0,4,0.0
197,three,[],{},0,0,5,0.0
198,kinds,[],{},0,0,5,0.0
199,of,[],{},0,0,2,0.0
200,poisonous,[],{},0,0,9,0.0
201,snakes,[],{},0,0,6,0.0
202,stewed,[],{},0,0,6,0.0
203,with,[],{},0,0,4,0.0
204,leopard,[],{},0,0,7,0.0
205,"meat,",[],{},0,0,5,0.0
206,and,[],{},0,0,3,0.0
207,garnished,[],{},0,0,9,0.0
208,with,[],{},0,0,4,0.0
209,20,[],{},0,0,2,0.0
210,"spices,",[],{},0,0,7,0.0
211,lemon,[],{},0,0,5,0.0
212,leaves,[],{},0,0,6,0.0
213,and,[],{},0,0,3,0.0
214,chrysanthemum,[],{},0,0,13,0.0
215,petals.,[243],{243: 76},1,76,7,10.857142857142858
216,@@,[],{},0,0,2,0.0
217,"However,",[],{},0,0,8,0.0
218,many,[],{},0,0,4,0.0
219,"Chinese,",[],{},0,0,8,0.0
220,who,[],{},0,0,3,0.0
221,earn,[],{},0,0,4,0.0
222,an,[],{},0,0,2,0.0
223,average,[],{},0,0,7,0.0
224,$32,[],{},0,0,3,0.0
225,a,[],{},0,0,1,0.0
226,"month,",[],{},0,0,6,0.0
227,are,[],{},0,0,3,0.0
228,still,[],{},0,0,5,0.0
229,unable,[],{},0,0,6,0.0
230,to,[],{},0,0,2,0.0
231,afford,[],{},0,0,6,0.0
232,fancy,[],{},0,0,5,0.0
233,meals,[],{},0,0,5,0.0
234,at,[],{},0,0,2,0.0
235,restaurants.,[],{},0,0,12,0.0
236,In,[],{},0,0,2,0.0
237,"Shenzhen,",[],{},0,0,9,0.0
238,a,[],{},0,0,1,0.0
239,Chinese,"[244, 246, 248, 250, 252, 254, 256, 258, 260, 262, 264, 266, 268, 270, 272, 274, 276]","{244: 70, 246: 1, 248: 1, 250: 1, 252: 1, 254: 1, 256: 1, 258: 1, 260: 1, 262: 1, 264: 1, 266: 1, 268: 1, 270: 1, 272: 1, 274: 1, 276: 1}",17,86,7,12.285714285714286
240,special,[],{},0,0,7,0.0
241,economic,[],{},0,0,8,0.0
242,zone,[],{},0,0,4,0.0
243,where,[],{},0,0,5,0.0
244,foreign,[],{},0,0,7,0.0
245,investors,[],{},0,0,9,0.0
246,have,[],{},0,0,4,0.0
247,built,[],{},0,0,5,0.0
248,"factories,",[],{},0,0,10,0.0
249,salaries,[],{},0,0,8,0.0
250,are,[],{},0,0,3,0.0
251,higher,[],{},0,0,6,0.0
252,and,[],{},0,0,3,0.0
253,workers,[],{},0,0,7,0.0
254,earn,[],{},0,0,4,0.0
255,an,[],{},0,0,2,0.0
256,average,[],{},0,0,7,0.0
257,of,[],{},0,0,2,0.0
258,$53,[],{},0,0,3,0.0
259,a,[],{},0,0,1,0.0
260,month.,[],{},0,0,6,0.0
261,At,[],{},0,0,2,0.0
262,the,"[245, 247, 249, 251, 253, 255, 257, 259, 261, 263, 265, 267, 269, 271, 273, 275, 277, 279, 281, 283, 285, 287, 289, 291]","{245: 1, 247: 1, 249: 1, 251: 1, 253: 1, 255: 1, 257: 1, 259: 1, 261: 1, 263: 1, 265: 1, 267: 1, 269: 1, 271: 1, 273: 1, 275: 1, 277: 41, 279: 1, 281: 1, 283: 1, 285: 1, 287: 1, 289: 1, 291: 1}",24,64,3,21.333333333333332
263,"restaurant,",[],{},0,0,11,0.0
264,a,[],{},0,0,1,0.0
265,Big,[],{},0,0,3,0.0
266,Mac,[],{},0,0,3,0.0
267,costs,[],{},0,0,5,0.0
268,"$1.14,",[],{},0,0,6,0.0
269,a,[],{},0,0,1,0.0
270,bag,[],{},0,0,3,0.0
271,of,[],{},0,0,2,0.0
272,fries,[],{},0,0,5,0.0
273,48,[],{},0,0,2,0.0
274,cents,[],{},0,0,5,0.0
275,and,[],{},0,0,3,0.0
276,a,[],{},0,0,1,0.0
277,shake,[],{},0,0,5,0.0
278,74,[],{},0,0,2,0.0
279,cents.,[],{},0,0,6,0.0
280,Another,[],{},0,0,7,0.0
281,U.S.,[],{},0,0,4,0.0
282,fast,[],{},0,0,4,0.0
283,food,[],{},0,0,4,0.0
284,"outlet,",[],{},0,0,7,0.0
285,Kentucky,[],{},0,0,8,0.0
286,Fried,[],{},0,0,5,0.0
287,"Chicken,","[278, 280, 282, 284, 286, 288, 290, 292]","{278: 1, 280: 1, 282: 1, 284: 1, 286: 1, 288: 1, 290: 1, 292: 204}",8,211,8,26.375
288,opened,[],{},0,0,6,0.0
289,a,[],{},0,0,1,0.0
290,restaurant,[],{},0,0,10,0.0
291,in,[],{},0,0,2,0.0
292,Beijing,[],{},0,0,7,0.0
293,in,[],{},0,0,2,0.0
294,"1987,",[],{},0,0,5,0.0
295,and,[],{},0,0,3,0.0
296,it,[],{},0,0,2,0.0
297,now,[],{},0,0,3,0.0
298,has,[],{},0,0,3,0.0
299,four,[],{},0,0,4,0.0
300,outlets,[],{},0,0,7,0.0
301,there.,[],{},0,0,6,0.0
302,@@,[],{},0,0,2,0.0
303,McDonald's,[],{},0,0,10,0.0
304,hopes,[],{},0,0,5,0.0
305,to,[],{},0,0,2,0.0
306,open,[],{},0,0,4,0.0
307,a,[],{},0,0,1,0.0
308,restaurant,[],{},0,0,10,0.0
309,in,[],{},0,0,2,0.0
310,Beijing,[],{},0,0,7,0.0
311,later.,[],{},0,0,6,0.0
312,Although,[],{},0,0,8,0.0
313,Kentucky,[],{},0,0,8,0.0
314,Fried,[],{},0,0,5,0.0
315,Chicken,[],{},0,0,7,0.0
316,has,[],{},0,0,3,0.0
317,become,[],{},0,0,6,0.0
318,"popular,",[],{},0,0,8,0.0
319,the,[],{},0,0,3,0.0
320,average,[],{},0,0,7,0.0
321,Chinese,[293],{293: 738},1,738,7,105.42857142857143
322,still,[],{},0,0,5,0.0
323,regards,[],{},0,0,7,0.0
324,a,[],{},0,0,1,0.0
325,meal,[],{},0,0,4,0.0
326,there,[],{},0,0,5,0.0
327,as,[],{},0,0,2,0.0
328,a,[],{},0,0,1,0.0
329,"treat,",[],{},0,0,6,0.0
330,rather,[],{},0,0,6,0.0
331,than,[],{},0,0,4,0.0
332,a,[],{},0,0,1,0.0
333,"convenience,",[],{},0,0,12,0.0
334,and,[],{},0,0,3,0.0
335,McDonald's,[],{},0,0,10,0.0
336,could,[],{},0,0,5,0.0
337,face,[],{},0,0,4,0.0
338,the,[],{},0,0,3,0.0
339,same,[],{},0,0,4,0.0
340,problems.,[],{},0,0,9,0.0
341,The,[],{},0,0,3,0.0
342,500-seat,[],{},0,0,8,0.0
343,McDonald's,[],{},0,0,10,0.0
344,restaurant,[],{},0,0,10,0.0
345,in,[],{},0,0,2,0.0
346,a,[],{},0,0,1,0.0
347,three-story,[],{},0,0,11,0.0
348,building,[],{},0,0,8,0.0
349,is,[],{},0,0,2,0.0
350,operated,[],{},0,0,8,0.0
351,by,[],{},0,0,2,0.0
352,McDonald's,[],{},0,0,10,0.0
353,Restaurant,[],{},0,0,10,0.0
354,Shenzhen,[],{},0,0,8,0.0
355,"Ltd.,",[],{},0,0,5,0.0
356,a,[],{},0,0,1,0.0
357,wholly,[],{},0,0,6,0.0
358,owned,[],{},0,0,5,0.0
359,subsidiary,[],{},0,0,10,0.0
360,of,[],{},0,0,2,0.0
361,McDonald's,[],{},0,0,10,0.0
362,Hong,[],{},0,0,4,0.0
363,Kong.,[],{},0,0,5,0.0
364,McDonald's,[],{},0,0,10,0.0
365,Hong,[],{},0,0,4,0.0
366,Kong,[],{},0,0,4,0.0
367,is,[],{},0,0,2,0.0
368,a,[],{},0,0,1,0.0
369,50-50,[],{},0,0,5,0.0
370,joint,[],{},0,0,5,0.0
371,venture,[],{},0,0,7,0.0
372,with,[],{},0,0,4,0.0
373,McDonald's,[],{},0,0,10,0.0
374,in,[],{},0,0,2,0.0
375,the,[],{},0,0,3,0.0
376,United,[],{},0,0,6,0.0
377,States.,[],{},0,0,7,0.0
378,It,[],{},0,0,2,0.0
379,is,[],{},0,0,2,0.0
380,managed,[],{},0,0,7,0.0
381,by,[],{},0,0,2,0.0
382,a,[],{},0,0,1,0.0
383,Chinese,[],{},0,0,7,0.0
384,"national,",[],{},0,0,9,0.0
385,Chen,[],{},0,0,4,0.0
386,"Tikang,",[],{},0,0,7,0.0
387,and,[],{},0,0,3,0.0
388,his,[],{},0,0,3,0.0
389,"son,",[],{},0,0,4,0.0
390,Chen,[],{},0,0,4,0.0
391,"Yin,",[],{},0,0,4,0.0
392,who,[],{},0,0,3,0.0
393,is,[],{},0,0,2,0.0
394,the,[],{},0,0,3,0.0
395,restaurant,[],{},0,0,10,0.0
396,manager.,[],{},0,0,8,0.0
397,The,[],{},0,0,3,0.0
398,younger,[],{},0,0,7,0.0
399,Chen,[],{},0,0,4,0.0
400,returned,[],{},0,0,8,0.0
401,recently,[],{},0,0,8,0.0
402,from,[],{},0,0,4,0.0
403,a,[],{},0,0,1,0.0
404,course,[],{},0,0,6,0.0
405,at,[],{},0,0,2,0.0
406,McDonald's,[],{},0,0,10,0.0
407,hamburger,[],{},0,0,9,0.0
408,university,[],{},0,0,10,0.0
409,in,[],{},0,0,2,0.0
410,Oak,[],{},0,0,3,0.0
411,"Brook,",[],{},0,0,6,0.0
412,Ill.,[],{},0,0,4,0.0
413,Most,[],{},0,0,4,0.0
414,of,[],{},0,0,2,0.0
415,the,[],{},0,0,3,0.0
416,ingredients,[],{},0,0,11,0.0
417,used,[],{},0,0,4,0.0
418,at,[],{},0,0,2,0.0
419,the,[],{},0,0,3,0.0
420,restaurant,[],{},0,0,10,0.0
421,are,[],{},0,0,3,0.0
422,now,[],{},0,0,3,0.0
423,imported,[],{},0,0,8,0.0
424,from,[],{},0,0,4,0.0
425,Hong,[],{},0,0,4,0.0
426,Kong.,[],{},0,0,5,0.0
427,But,[],{},0,0,3,0.0
428,McDonald's,[],{},0,0,10,0.0
429,executives,[],{},0,0,10,0.0
430,hope,[],{},0,0,4,0.0
431,eventually,[],{},0,0,10,0.0
432,to,[],{},0,0,2,0.0
433,get,[],{},0,0,3,0.0
434,their,[],{},0,0,5,0.0
435,supplies,[],{},0,0,8,0.0
436,of,[],{},0,0,2,0.0
437,beef,[],{},0,0,4,0.0
438,and,[],{},0,0,3,0.0
439,potatoes,[],{},0,0,8,0.0
440,from,[],{},0,0,4,0.0
441,China.,[],{},0,0,6,0.0
442,Daniel,[],{},0,0,6,0.0
443,"Ng,",[],{},0,0,3,0.0
444,chairman,[],{},0,0,8,0.0
445,of,[],{},0,0,2,0.0
446,McDonald's,[],{},0,0,10,0.0
447,Restaurant,[],{},0,0,10,0.0
448,Shenzhen,[],{},0,0,8,0.0
449,"Ltd.,",[],{},0,0,5,0.0
450,said,[],{},0,0,4,0.0
451,it,[],{},0,0,2,0.0
452,took,[],{},0,0,4,0.0
453,two,[],{},0,0,3,0.0
454,years,[],{},0,0,5,0.0
455,to,[],{},0,0,2,0.0
456,prepare,[],{},0,0,7,0.0
457,for,[],{},0,0,3,0.0
458,the,[],{},0,0,3,0.0
459,restaurant's,[],{},0,0,12,0.0
460,opening,[],{},0,0,7,0.0
461,and,[],{},0,0,3,0.0
462,his,[],{},0,0,3,0.0
463,ambition,[],{},0,0,8,0.0
464,now,[],{},0,0,3,0.0
465,is,[],{},0,0,2,0.0
466,to,[],{},0,0,2,0.0
467,serve,[],{},0,0,5,0.0
468,10,[],{},0,0,2,0.0
469,million,[],{},0,0,7,0.0
470,burgers,[],{},0,0,7,0.0
471,a,[],{},0,0,1,0.0
472,year.,[],{},0,0,5,0.0
473,Last,[],{},0,0,4,0.0
474,"month,",[],{},0,0,6,0.0
475,when,[],{},0,0,4,0.0
476,McDonald's,[],{},0,0,10,0.0
477,advertized,[],{},0,0,10,0.0
478,for,[],{},0,0,3,0.0
479,240,[],{},0,0,3,0.0
480,staffers,[],{},0,0,8,0.0
481,for,[],{},0,0,3,0.0
482,the,[],{},0,0,3,0.0
483,"restaurant,",[],{},0,0,11,0.0
484,it,[],{},0,0,2,0.0
485,received,[],{},0,0,8,0.0
486,applications,[],{},0,0,12,0.0
487,from,[],{},0,0,4,0.0
488,more,[],{},0,0,4,0.0
489,than,[],{},0,0,4,0.0
490,"9,000",[],{},0,0,5,0.0
491,"persons,",[],{},0,0,8,0.0
492,including,[],{},0,0,9,0.0
493,college,[],{},0,0,7,0.0
494,"graduates,",[],{},0,0,10,0.0
495,officials,[],{},0,0,9,0.0
496,said.,[],{},0,0,5,0.0
497,``I,[],{},0,0,3,0.0
498,feel,[],{},0,0,4,0.0
499,I,[],{},0,0,1,0.0
500,have,[],{},0,0,4,0.0
501,a,[],{},0,0,1,0.0
502,better,[],{},0,0,6,0.0
503,job,[],{},0,0,3,0.0
504,prospect,[],{},0,0,8,0.0
505,working,[],{},0,0,7,0.0
506,"here,",[],{},0,0,5,0.0
507,and,[],{},0,0,3,0.0
508,it,[],{},0,0,2,0.0
509,pays,[],{},0,0,4,0.0
510,"better,''",[],{},0,0,9,0.0
511,said,[],{},0,0,4,0.0
512,Henry,[],{},0,0,5,0.0
513,"He,",[],{},0,0,3,0.0
514,"25,",[],{},0,0,3,0.0
515,who,[],{},0,0,3,0.0
516,has,[],{},0,0,3,0.0
517,a,[],{},0,0,1,0.0
518,master's,[],{},0,0,8,0.0
519,degree,[],{},0,0,6,0.0
520,in,[],{},0,0,2,0.0
521,garment,[],{},0,0,7,0.0
522,and,[],{},0,0,3,0.0
523,textile.,[],{},0,0,8,0.0
524,He,[],{},0,0,2,0.0
525,is,[],{},0,0,2,0.0
526,an,[],{},0,0,2,0.0
527,assistant,[],{},0,0,9,0.0
528,manager,[],{},0,0,7,0.0
529,at,[],{},0,0,2,0.0
530,the,[],{},0,0,3,0.0
531,restaurant.,[],{},0,0,11,0.0
532,A,[],{},0,0,1,0.0
533,waiter,[],{},0,0,6,0.0
534,at,[],{},0,0,2,0.0
535,the,[],{},0,0,3,0.0
536,restaurant,[],{},0,0,10,0.0
537,can,[],{},0,0,3,0.0
538,earn,[],{},0,0,4,0.0
539,53,[],{},0,0,2,0.0
540,cents,[],{},0,0,5,0.0
541,an,[],{},0,0,2,0.0
542,hour.,[],{},0,0,5,0.0
543,A,[],{},0,0,1,0.0
544,factory,[],{},0,0,7,0.0
545,"worker,",[],{},0,0,7,0.0
546,who,[],{},0,0,3,0.0
547,waited,[],{},0,0,6,0.0
548,several,[],{},0,0,7,0.0
549,hours,[],{},0,0,5,0.0
550,before,[],{},0,0,6,0.0
551,she,[],{},0,0,3,0.0
552,was,[],{},0,0,3,0.0
553,able,[],{},0,0,4,0.0
554,to,[],{},0,0,2,0.0
555,purchase,[],{},0,0,8,0.0
556,her,[],{},0,0,3,0.0
557,"hamburger,",[],{},0,0,10,0.0
558,said,[],{},0,0,4,0.0
559,she,[],{},0,0,3,0.0
560,liked,[],{},0,0,5,0.0
561,it,[],{},0,0,2,0.0
562,because,[],{},0,0,7,0.0
563,of,[],{},0,0,2,0.0
564,its,[],{},0,0,3,0.0
565,``sweet,[],{},0,0,7,0.0
566,taste'',[],{},0,0,7,0.0
567,-,[],{},0,0,1,0.0
568,the,[],{},0,0,3,0.0
569,result,[],{},0,0,6,0.0
570,of,[],{},0,0,2,0.0
571,tomato,[],{},0,0,6,0.0
572,"ketchup,",[],{},0,0,8,0.0
573,which,[],{},0,0,5,0.0
574,is,[],{},0,0,2,0.0
575,not,[],{},0,0,3,0.0
576,commonly,[],{},0,0,8,0.0
577,used,[],{},0,0,4,0.0
578,in,[],{},0,0,2,0.0
579,traditional,[],{},0,0,11,0.0
580,Chinese,[],{},0,0,7,0.0
581,cooking.,[],{},0,0,8,0.0
