index,word,fixation_order,samples_duration_in_fixations,total_fixations,total_duration_samples_in_fixation,count_letters,count_fixation_normalized
58,"home,",[],{},0,0,5,0.0
59,and,[],{},0,0,3,0.0
60,that,[],{},0,0,4,0.0
61,is,[],{},0,0,2,0.0
62,special,[],{},0,0,7,0.0
63,to,[],{},0,0,2,0.0
64,us.'',[],{},0,0,5,0.0
65,"Walton,",[],{},0,0,7,0.0
66,who,[],{},0,0,3,0.0
67,prefers,[],{},0,0,7,0.0
68,"bird-hunting,",[],{},0,0,13,0.0
69,tennis,[],{},0,0,6,0.0
70,and,[],{},0,0,3,0.0
71,opening,[],{},0,0,7,0.0
72,new,[],{},0,0,3,0.0
73,Wal-Mart,[],{},0,0,8,0.0
74,stores,[],{},0,0,6,0.0
75,to,[],{},0,0,2,0.0
76,trumpeting,[],{},0,0,10,0.0
77,his,[],{},0,0,3,0.0
78,personal,[],{},0,0,8,0.0
79,financial,[],{},0,0,9,0.0
80,"holdings,",[],{},0,0,9,0.0
81,is,[],{},0,0,2,0.0
82,again,[],{},0,0,5,0.0
83,shunning,[],{},0,0,8,0.0
84,publicity,[],{},0,0,9,0.0
85,about,[],{},0,0,5,0.0
86,his,[],{},0,0,3,0.0
87,third,[],{},0,0,5,0.0
88,consecutive,[],{},0,0,11,0.0
89,ranking,[],{},0,0,7,0.0
90,among,[],{},0,0,5,0.0
91,the,[],{},0,0,3,0.0
92,world's,[],{},0,0,7,0.0
93,top,[],{},0,0,3,0.0
94,billionaires.,[],{},0,0,13,0.0
95,According,[],{},0,0,9,0.0
96,to,[],{},0,0,2,0.0
97,Forbes,[],{},0,0,6,0.0
98,magazine's,[],{},0,0,10,0.0
99,July,[],{},0,0,4,0.0
100,24,[],{},0,0,2,0.0
101,"edition,",[],{},0,0,8,0.0
102,the,[],{},0,0,3,0.0
103,Walton,[],{},0,0,6,0.0
104,family's,[],{},0,0,8,0.0
105,estimated,[],{},0,0,9,0.0
106,worth,[],{},0,0,5,0.0
107,is,[],{},0,0,2,0.0
108,$8.7,[],{},0,0,4,0.0
109,"billion,",[],{},0,0,8,0.0
110,up,[],{},0,0,2,0.0
111,from,[],{},0,0,4,0.0
112,its,[],{},0,0,3,0.0
113,1988,[],{},0,0,4,0.0
114,estimate,[],{},0,0,8,0.0
115,of,[],{},0,0,2,0.0
116,$6.5,[],{},0,0,4,0.0
117,billion.,[],{},0,0,8,0.0
118,``He,[],{},0,0,4,0.0
119,is,[],{},0,0,2,0.0
120,"unavailable,''",[],{},0,0,14,0.0
121,said,[],{},0,0,4,0.0
122,Wal-Mart,[],{},0,0,8,0.0
123,spokesman,[1],{1: 879},1,879,9,97.66666666666667
124,Don,"[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28]","{2: 1, 4: 1, 6: 1, 8: 1, 10: 1, 12: 1, 14: 1, 16: 1, 18: 1, 20: 1, 22: 1, 24: 1, 26: 1, 28: 1}",14,14,3,4.666666666666667
125,Shinkle,[],{},0,0,7,0.0
126,of,[],{},0,0,2,0.0
127,the,[],{},0,0,3,0.0
128,silver-haired,[],{},0,0,13,0.0
129,founder,[],{},0,0,7,0.0
130,of,[],{},0,0,2,0.0
131,the,[],{},0,0,3,0.0
132,nation's,[],{},0,0,8,0.0
133,third-largest,[],{},0,0,13,0.0
134,retail,[],{},0,0,6,0.0
135,"chain,",[],{},0,0,6,0.0
136,based,[],{},0,0,5,0.0
137,in,[],{},0,0,2,0.0
138,"Bentonville,",[],{},0,0,12,0.0
139,about,[],{},0,0,5,0.0
140,150,[],{},0,0,3,0.0
141,miles,[],{},0,0,5,0.0
142,northwest,[],{},0,0,9,0.0
143,of,[],{},0,0,2,0.0
144,Little,[],{},0,0,6,0.0
145,Rock.,[],{},0,0,5,0.0
146,Shinkle,"[3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29]","{3: 1, 5: 1, 7: 1, 9: 1, 11: 1, 13: 1, 15: 1, 17: 1, 19: 1, 21: 1, 23: 1, 25: 1, 27: 1, 29: 10}",14,23,7,3.2857142857142856
147,said,"[30, 32, 34, 36, 38, 40, 42, 44, 46, 48]","{30: 1, 32: 1, 34: 1, 36: 1, 38: 1, 40: 1, 42: 1, 44: 1, 46: 1, 48: 1}",10,10,4,2.5
148,he,[],{},0,0,2,0.0
149,received,[],{},0,0,8,0.0
150,about,[],{},0,0,5,0.0
151,10,[],{},0,0,2,0.0
152,calls,[],{},0,0,5,0.0
153,from,[],{},0,0,4,0.0
154,reporters,[],{},0,0,9,0.0
155,Monday,[],{},0,0,6,0.0
156,"morning,",[],{},0,0,8,0.0
157,when,[],{},0,0,4,0.0
158,the,[],{},0,0,3,0.0
159,Forbes,[],{},0,0,6,0.0
160,list,[],{},0,0,4,0.0
161,appeared,[],{},0,0,8,0.0
162,in,[],{},0,0,2,0.0
163,newspapers.,[],{},0,0,11,0.0
164,Shinkle,[],{},0,0,7,0.0
165,said,[],{},0,0,4,0.0
166,news,[],{},0,0,4,0.0
167,coverage,[],{},0,0,8,0.0
168,about,"[31, 33, 35, 37, 39, 41, 43, 45, 47, 49]","{31: 1, 33: 1, 35: 1, 37: 1, 39: 1, 41: 1, 43: 1, 45: 1, 47: 1, 49: 1}",10,10,5,2.0
169,Walton,[50],{50: 11},1,11,6,1.8333333333333333
170,``usually,[51],{51: 6},1,6,9,0.6666666666666666
171,sets,[],{},0,0,4,0.0
172,off,[],{},0,0,3,0.0
173,a,[],{},0,0,1,0.0
174,press,[],{},0,0,5,0.0
175,frenzy'',[],{},0,0,8,0.0
176,for,[],{},0,0,3,0.0
177,comments,[],{},0,0,8,0.0
178,from,[],{},0,0,4,0.0
179,him.,[],{},0,0,4,0.0
180,But,[],{},0,0,3,0.0
181,the,[],{},0,0,3,0.0
182,71-year-old,[],{},0,0,11,0.0
183,businessman,[],{},0,0,11,0.0
184,declined,[],{},0,0,8,0.0
185,to,[],{},0,0,2,0.0
186,comment.,[],{},0,0,8,0.0
187,``He,[],{},0,0,4,0.0
188,feels,[],{},0,0,5,0.0
189,any,[],{},0,0,3,0.0
190,attention,[],{},0,0,9,0.0
191,to,[],{},0,0,2,0.0
192,Sam,[],{},0,0,3,0.0
193,Walton,[],{},0,0,6,0.0
194,is,[52],{52: 7},1,7,2,3.5
195,to,[],{},0,0,2,0.0
196,the,"[53, 55, 57, 59, 61, 63, 65, 67, 69]","{53: 1, 55: 1, 57: 1, 59: 1, 61: 1, 63: 1, 65: 1, 67: 1, 69: 1}",9,9,3,3.0
197,individual,[],{},0,0,10,0.0
198,and,[],{},0,0,3,0.0
199,he,[],{},0,0,2,0.0
200,prefers,[],{},0,0,7,0.0
201,attention,[],{},0,0,9,0.0
202,to,[],{},0,0,2,0.0
203,Sam,[],{},0,0,3,0.0
204,Walton,[],{},0,0,6,0.0
205,(the,[],{},0,0,4,0.0
206,founder,[],{},0,0,7,0.0
207,of),[],{},0,0,3,0.0
208,the,[],{},0,0,3,0.0
209,"company,''",[],{},0,0,10,0.0
210,Shinkle,[],{},0,0,7,0.0
211,said.,[],{},0,0,5,0.0
212,``He,[],{},0,0,4,0.0
213,very,[],{},0,0,4,0.0
214,seldom,[],{},0,0,6,0.0
215,schedules,[],{},0,0,9,0.0
216,interviews,[],{},0,0,10,0.0
217,about,[],{},0,0,5,0.0
218,his,"[54, 56, 58, 60, 62, 64, 66, 68, 70]","{54: 1, 56: 1, 58: 1, 60: 1, 62: 1, 64: 1, 66: 1, 68: 1, 70: 1}",9,9,3,3.0
219,feelings.,[71],{71: 11},1,11,9,1.2222222222222223
220,It,[],{},0,0,2,0.0
221,just,[],{},0,0,4,0.0
222,puts,[],{},0,0,4,0.0
223,him,[],{},0,0,3,0.0
224,in,[],{},0,0,2,0.0
225,a,[],{},0,0,1,0.0
226,position,[],{},0,0,8,0.0
227,he,[],{},0,0,2,0.0
228,doesn't,[],{},0,0,7,0.0
229,want,[],{},0,0,4,0.0
230,to,[],{},0,0,2,0.0
231,be.'',[],{},0,0,5,0.0
232,But,[],{},0,0,3,0.0
233,Walton,[],{},0,0,6,0.0
234,occasionally,[],{},0,0,12,0.0
235,offers,[],{},0,0,6,0.0
236,peeks,[],{},0,0,5,0.0
237,that,[],{},0,0,4,0.0
238,reveal,[],{},0,0,6,0.0
239,personal,[],{},0,0,8,0.0
240,modesty.,[],{},0,0,8,0.0
241,Just,[],{},0,0,4,0.0
242,after,[],{},0,0,5,0.0
243,the,[],{},0,0,3,0.0
244,1987,[],{},0,0,4,0.0
245,stock,[],{},0,0,5,0.0
246,market,[],{},0,0,6,0.0
247,"crash,",[72],{72: 7},1,7,6,1.1666666666666667
248,in,[],{},0,0,2,0.0
249,which,[73],{73: 10},1,10,5,2.0
250,Walton's,[],{},0,0,8,0.0
251,family-owned,[],{},0,0,12,0.0
252,chunk,[],{},0,0,5,0.0
253,of,[],{},0,0,2,0.0
254,Wal-Mart,[],{},0,0,8,0.0
255,stock,[],{},0,0,5,0.0
256,lost,[],{},0,0,4,0.0
257,millions,[],{},0,0,8,0.0
258,in,[],{},0,0,2,0.0
259,"value,",[],{},0,0,6,0.0
260,he,[],{},0,0,2,0.0
261,quipped,[],{},0,0,7,0.0
262,in,[],{},0,0,2,0.0
263,response,[],{},0,0,8,0.0
264,to,[],{},0,0,2,0.0
265,questions,[],{},0,0,9,0.0
266,at,[],{},0,0,2,0.0
267,a,[],{},0,0,1,0.0
268,news,[],{},0,0,4,0.0
269,conference,[],{},0,0,10,0.0
270,on,[],{},0,0,2,0.0
271,another,[],{},0,0,7,0.0
272,topic,[],{},0,0,5,0.0
273,that,[],{},0,0,4,0.0
274,it,[],{},0,0,2,0.0
275,was,[],{},0,0,3,0.0
276,only,[],{},0,0,4,0.0
277,paper.,[],{},0,0,6,0.0
278,Walton,[],{},0,0,6,0.0
279,then,[],{},0,0,4,0.0
280,changed,[],{},0,0,7,0.0
281,the,[],{},0,0,3,0.0
282,subject.,[],{},0,0,8,0.0
283,Walton,[],{},0,0,6,0.0
284,was,[],{},0,0,3,0.0
285,first,[],{},0,0,5,0.0
286,listed,[],{},0,0,6,0.0
287,by,[],{},0,0,2,0.0
288,Forbes,[],{},0,0,6,0.0
289,as,[],{},0,0,2,0.0
290,the,[],{},0,0,3,0.0
291,nation's,[],{},0,0,8,0.0
292,richest,[],{},0,0,7,0.0
293,man,[],{},0,0,3,0.0
294,in,[],{},0,0,2,0.0
295,October,[],{},0,0,7,0.0
296,1985.,[],{},0,0,5,0.0
297,Three,[],{},0,0,5,0.0
298,years,[],{},0,0,5,0.0
299,"ago,",[],{},0,0,4,0.0
300,Forbes,[],{},0,0,6,0.0
301,also,[],{},0,0,4,0.0
302,began,[],{},0,0,5,0.0
303,listing,[],{},0,0,7,0.0
304,the,[],{},0,0,3,0.0
305,world's,[],{},0,0,7,0.0
306,wealthiest,[],{},0,0,10,0.0
307,people.,[],{},0,0,7,0.0
308,Walton,[],{},0,0,6,0.0
309,made,[],{},0,0,4,0.0
310,that,[],{},0,0,4,0.0
311,listing,[],{},0,0,7,0.0
312,as,[],{},0,0,2,0.0
313,the,[],{},0,0,3,0.0
314,richest,[],{},0,0,7,0.0
315,American,[],{},0,0,8,0.0
316,every,[],{},0,0,5,0.0
317,year,[],{},0,0,4,0.0
318,since.,[],{},0,0,6,0.0
319,This,[],{},0,0,4,0.0
320,year,[],{},0,0,4,0.0
321,he,[],{},0,0,2,0.0
322,ranks,[],{},0,0,5,0.0
323,"third,",[],{},0,0,6,0.0
324,behind,[],{},0,0,6,0.0
325,two,[],{},0,0,3,0.0
326,Japanese,[],{},0,0,8,0.0
327,businessmen.,[],{},0,0,12,0.0
328,Shinkle,[],{},0,0,7,0.0
329,said,[],{},0,0,4,0.0
330,Walton,[],{},0,0,6,0.0
331,stays,[],{},0,0,5,0.0
332,busy,[],{},0,0,4,0.0
333,visiting,[],{},0,0,8,0.0
334,many,[],{},0,0,4,0.0
335,of,[],{},0,0,2,0.0
336,the,[],{},0,0,3,0.0
337,more,[],{},0,0,4,0.0
338,than,[],{},0,0,4,0.0
339,"1,400",[],{},0,0,5,0.0
340,stores,[],{},0,0,6,0.0
341,operated,[],{},0,0,8,0.0
342,by,[],{},0,0,2,0.0
343,the,[],{},0,0,3,0.0
344,company,[],{},0,0,7,0.0
345,he,[],{},0,0,2,0.0
346,started,[],{},0,0,7,0.0
347,as,[],{},0,0,2,0.0
348,a,[],{},0,0,1,0.0
349,single,[],{},0,0,6,0.0
350,five-and-dime,[],{},0,0,13,0.0
351,at,[],{},0,0,2,0.0
352,Rogers,[],{},0,0,6,0.0
353,more,[],{},0,0,4,0.0
354,than,[],{},0,0,4,0.0
355,two,[],{},0,0,3,0.0
356,decades,[],{},0,0,7,0.0
357,ago.,[],{},0,0,4,0.0
358,He,[],{},0,0,2,0.0
359,is,[],{},0,0,2,0.0
360,out,[],{},0,0,3,0.0
361,of,[],{},0,0,2,0.0
362,the,[],{},0,0,3,0.0
363,office,[],{},0,0,6,0.0
364,up,[],{},0,0,2,0.0
365,to,[],{},0,0,2,0.0
366,four,[],{},0,0,4,0.0
367,days,[],{},0,0,4,0.0
368,a,[],{},0,0,1,0.0
369,"week,",[],{},0,0,5,0.0
370,the,[],{},0,0,3,0.0
371,spokesman,[],{},0,0,9,0.0
372,said.,[],{},0,0,5,0.0
373,``He,[],{},0,0,4,0.0
374,spends,[],{},0,0,6,0.0
375,most,[],{},0,0,4,0.0
376,of,[],{},0,0,2,0.0
377,his,[],{},0,0,3,0.0
378,time,[],{},0,0,4,0.0
379,talking,[],{},0,0,7,0.0
380,to,[],{},0,0,2,0.0
381,associates,[],{},0,0,10,0.0
382,and,[],{},0,0,3,0.0
383,"customers,''",[],{},0,0,12,0.0
384,Shinkle,[],{},0,0,7,0.0
385,"said,",[],{},0,0,5,0.0
386,``and,[],{},0,0,5,0.0
387,he,[],{},0,0,2,0.0
388,always,[],{},0,0,6,0.0
389,comes,[],{},0,0,5,0.0
390,back,[],{},0,0,4,0.0
391,with,[],{},0,0,4,0.0
392,many,[],{},0,0,4,0.0
393,ideas,[],{},0,0,5,0.0
394,from,[],{},0,0,4,0.0
395,them.'',[],{},0,0,7,0.0
396,Wal-Mart,[],{},0,0,8,0.0
397,calls,[],{},0,0,5,0.0
398,its,[],{},0,0,3,0.0
399,sales,[],{},0,0,5,0.0
400,help,[],{},0,0,4,0.0
401,associates,[],{},0,0,10,0.0
402,instead,[],{},0,0,7,0.0
403,of,[],{},0,0,2,0.0
404,employees.,[],{},0,0,10,0.0
405,When,[],{},0,0,4,0.0
406,Walton,[],{},0,0,6,0.0
407,first,[],{},0,0,5,0.0
408,made,[],{},0,0,4,0.0
409,the,[],{},0,0,3,0.0
410,Forbes,[],{},0,0,6,0.0
411,list,[],{},0,0,4,0.0
412,of,[],{},0,0,2,0.0
413,richest,[],{},0,0,7,0.0
414,"Americans,",[],{},0,0,10,0.0
415,recalled,[],{},0,0,8,0.0
416,Little,[],{},0,0,6,0.0
417,Rock,[],{},0,0,4,0.0
418,investment,[],{},0,0,10,0.0
419,banker,[],{},0,0,6,0.0
420,Warren,[],{},0,0,6,0.0
421,"Simpson,",[],{},0,0,8,0.0
422,calls,[],{},0,0,5,0.0
423,came,[],{},0,0,4,0.0
424,in,[],{},0,0,2,0.0
425,from,[],{},0,0,4,0.0
426,all,[],{},0,0,3,0.0
427,over,[],{},0,0,4,0.0
428,about,[],{},0,0,5,0.0
429,the,[],{},0,0,3,0.0
430,billionaire,[],{},0,0,11,0.0
431,from,[],{},0,0,4,0.0
432,the,[],{},0,0,3,0.0
433,Ozarks.,[],{},0,0,7,0.0
434,``They,[],{},0,0,6,0.0
435,wanted,[],{},0,0,6,0.0
436,to,[],{},0,0,2,0.0
437,know,[],{},0,0,4,0.0
438,about,[],{},0,0,5,0.0
439,the,[],{},0,0,3,0.0
440,stock,[],{},0,0,5,0.0
441,and,[],{},0,0,3,0.0
442,the,[],{},0,0,3,0.0
443,"company,''",[],{},0,0,10,0.0
444,said,[],{},0,0,4,0.0
445,"Simpson,",[],{},0,0,8,0.0
446,who,[],{},0,0,3,0.0
447,works,[],{},0,0,5,0.0
448,for,[],{},0,0,3,0.0
449,Stephens,[],{},0,0,8,0.0
450,Inc.,[],{},0,0,4,0.0
451,``You'd,[],{},0,0,7,0.0
452,think,[],{},0,0,5,0.0
453,that,[],{},0,0,4,0.0
454,he'd,[],{},0,0,4,0.0
455,be,[],{},0,0,2,0.0
456,living,[],{},0,0,6,0.0
457,in,[],{},0,0,2,0.0
458,New,[],{},0,0,3,0.0
459,York,[],{},0,0,4,0.0
460,or,[],{},0,0,2,0.0
461,"LA,",[],{},0,0,3,0.0
462,not,[],{},0,0,3,0.0
463,"Bentonville,",[],{},0,0,12,0.0
464,Arkansas.,[],{},0,0,9,0.0
465,But,[],{},0,0,3,0.0
466,now,[],{},0,0,3,0.0
467,people,[],{},0,0,6,0.0
468,just,[],{},0,0,4,0.0
469,accept,[],{},0,0,6,0.0
470,it.,[],{},0,0,3,0.0
471,``When,[],{},0,0,6,0.0
472,it,[],{},0,0,2,0.0
473,comes,[],{},0,0,5,0.0
474,out,[],{},0,0,3,0.0
475,"now,",[],{},0,0,4,0.0
476,it's,[],{},0,0,4,0.0
477,"just,",[],{},0,0,5,0.0
478,"`Yeah,",[],{},0,0,6,0.0
479,he's,[],{},0,0,4,0.0
480,still,[],{},0,0,5,0.0
481,"there,'''",[],{},0,0,9,0.0
482,Simpson,[],{},0,0,7,0.0
483,said.,[],{},0,0,5,0.0
